"filename", "language", "Properties", "JavaScript", "JSON", "HTML", "Vue", "XML", "Docker", "SCSS", "JSON with Comments", "CSS", "TypeScript", "Markdown", "comment", "blank", "total"
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\hr\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\image\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\imagetools\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\importcss\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\insertdatetime\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\legacyoutput\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\link\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\lists\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\media\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\nonbreaking\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\noneditable\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\pagebreak\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\paste\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\preview\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\print\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\quickbars\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\save\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\searchreplace\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\spellchecker\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\tabfocus\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\table\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\template\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\textcolor\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\textpattern\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\toc\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\visualblocks\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\visualchars\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\plugins\wordcount\plugin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\content\dark\content.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\content\default\content.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\content\document\content.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\content\writer\content.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\ui\oxide-dark\content.inline.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\ui\oxide-dark\content.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\ui\oxide-dark\content.mobile.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\ui\oxide-dark\skin.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\ui\oxide-dark\skin.mobile.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\ui\oxide-dark\skin.shadowdom.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\ui\oxide\content.inline.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 1, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\ui\oxide\content.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\ui\oxide\content.mobile.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\ui\oxide\skin.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\ui\oxide\skin.mobile.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\skins\ui\oxide\skin.shadowdom.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 8
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\themes\mobile\theme.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\themes\silver\theme.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\tinymce.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3036, 0, 0, 1, 3037
"d:\APractce\MALL\mall4v-master\public\static\js\tinymce\js\tinymce\tinymce.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"d:\APractce\MALL\mall4v-master\shopAdmin\index.html", "HTML", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 67
"d:\APractce\MALL\mall4v-master\shopAdmin\static\css\404-44f0d22f.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\css\@smallwei_avue@3.5.6_element-plus@2.3.6_vue@3.2-60b651f6.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\css\element-plus@2.3.6_vue@3.2-43c408be.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\css\index-0711c985.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\css\index-1de91be7.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\css\index-2b945069.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\css\index-82581038.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\css\index-91c03e95.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\css\index-985b008c.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\css\index-a00061ea.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\css\index-a46a9356.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\css\index-e1138700.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\css\index-e3574190.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\css\index-ffeea538.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\404-7ea6d39f.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@ctrl_tinycolor@3.6.1-93e5f6fc.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@element-plus_icons-vue@2.1.0_vue@3.2.47-c959b2bd.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@floating-ui_core@1.6.8-010b5758.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@floating-ui_dom@1.6.12-11ac7818.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@floating-ui_utils@0.2.8-6db9c233.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@smallwei_avue@3.5.6_element-plus@2.3.6_vue@3.2.47-c4df20a4.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 18
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@sxzz_popperjs-es@2.11.7-eb0a044a.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@vue-eb92069c.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@vue_devtools-api@6.6.4-4ed993c7.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@vue_reactivity@3.2.47-b35eb3c0.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@vue_runtime-core@3.2.47-7772318f.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@vue_runtime-dom@3.2.47-65c92196.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@vue_shared@3.2.47-804b7488.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@vueuse_core@9.13.0_vue@3.2.47-f8689e2f.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\@vueuse_shared@9.13.0_vue@3.2.47-4c633672.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\async-validator@4.2.5-940bb5fd.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\axios@1.3.4-4a7005d9.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\call-bind@1.0.7-82cb89a2.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\crypto-js@4.1.1-0f0eb29b.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 15
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\dayjs@1.11.13-e8f4b8a8.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\debounce-d39f6322.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\define-data-property@1.1.4-53ade537.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\element-plus@2.3.6_vue@3.2.47-2ccbbec5.js", "JavaScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 46
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\es-define-property@1.0.0-8178d4b8.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\es-errors@1.3.0-82fd953f.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\escape-html@1.0.3-d65727e0.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 8
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\function-bind@1.1.2-61637ca6.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\get-intrinsic@1.2.4-25c259ca.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\gopd@1.0.1-6433dd40.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\has-property-descriptors@1.0.2-f195ed7c.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\has-proto@1.0.3-1353c55e.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\has-symbols@1.0.3-8f82dcae.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\hasown@2.0.2-42bc0a75.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-Data-37ce314b.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-Distribution-cb537230.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-Distribution1-424afd1f.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-Finance-4ead4f87.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-Group-5906be48.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-Live-dfad45dd.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-Marketing-9078489c.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\APractce\MALL\mall4v-master\shopAdmin\static\js\icon-Message-b1b926eb.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
